ethereum 	Yay, more state channel stuff!https://medium.com/@graycoding/lessons-learned-from-making-a-chess-game-for-ethereum-6917c01178b6#.w7cj8iwg0 …	VitalikButerin	90	43	1472881801	771948343698268160	https://twitter.com/VitalikButerin/status/771948343698268160		#	@graycoding
	. @ accessjames @ Triquetrea Equality is only useful in as far as it improves living conditions for the poorest. It's not an automatic policy.	leashless	5	1	1472937634	772182521324929024	https://twitter.com/leashless/status/772182521324929024			@ @
	. @ accessjames @ Triquetrea I don't care about inequality. I care about living conditions for the bottom 20%. That's the real point of it all.	leashless	7	2	1472937583	772182308610867200	https://twitter.com/leashless/status/772182308610867200			@ @
	. @ sebnem @ Ftuuky so we live in crumbling terraced housing with VR goggles on our heads? I'm not buying this yet.	leashless	2	1	1472937506	772181987813711873	https://twitter.com/leashless/status/772181987813711873			@ @
	got a link on that? I'd like to know more.	leashless	0	0	1472937455	772181771291156481	https://twitter.com/leashless/status/772181771291156481			
	Fat man at the top of a kilometer high tower. The lift takes less than two minutes. Decelerates slowly for 20 floorspic.twitter.com/DkyQD7jcXN	leashless	4	1	1472937443	772181720837808128	https://twitter.com/leashless/status/772181720837808128			
	ugly. I thought they had been so smart.	leashless	1	0	1472937167	772180565034405888	https://twitter.com/leashless/status/772180565034405888			
	as far as I can tell nobody gives a damn except re Israel as a local hostile nuclear power.	leashless	0	0	1472937114	772180343180890112	https://twitter.com/leashless/status/772180343180890112			
	. @ ChainzCat have a look at Dubai's GDP breakdown. I was surprised.	leashless	2	0	1472937059	772180109696589824	https://twitter.com/leashless/status/772180109696589824			@
	not being funny, yes.	leashless	0	0	1472937029	772179985935245313	https://twitter.com/leashless/status/772179985935245313			
	actually... yes.	leashless	0	0	1472937019	772179942775877636	https://twitter.com/leashless/status/772179942775877636			
	. @ GlobalSatori @ Ftuuky The people who do politics but never attain power are utterly wasted human resources. We don't have many good people.	leashless	3	1	1472936983	772179791017570304	https://twitter.com/leashless/status/772179791017570304			@ @
	. @ GlobalSatori @ Ftuuky Both Singapore and Dubai have enormously competent State bureaucracy: political talent with real jobs, not campaigns?	leashless	4	1	1472936944	772179628052123649	https://twitter.com/leashless/status/772179628052123649			@ @
	. @ GlobalSatori @ Ftuuky We lose many of our best people to politics. If party politics doesn't exist they go do something useful instead.	leashless	1	0	1472936866	772179301982670849	https://twitter.com/leashless/status/772179301982670849			@ @
	"Exactly like everywhere else was... and most still are. ""Made in China""?https://twitter.com/radix42/status/772178163430326272 …"	leashless	1	0	1472936806	772179049456209920	https://twitter.com/leashless/status/772179049456209920			
	. @ Triquetrea It'll fade in a couple of days. Maybe I'll go spend some time in Kensington or Knightsbridge to regain a sense of perspective.	leashless	2	1	1472936570	772178061462802433	https://twitter.com/leashless/status/772178061462802433			@
	. @ Triquetrea The American people in general know Iraq was insanity: no WMD and economic collapse trtriggered by war spend. Disenfranchised.	leashless	1	0	1472936500	772177764648706052	https://twitter.com/leashless/status/772177764648706052			@
	. @ Triquetrea We promised utopian equality and delivered feudalism in the UK, and fascism in America: broke the national will in Iraq, alas.	leashless	2	2	1472936451	772177559752704000	https://twitter.com/leashless/status/772177559752704000			@
	. @ emusdrinking If Singapore and Dubai could figure out how to tweak legal codes to tolerate software talent? They'd be unstoppable.	leashless	5	1	1472936250	772176717381308417	https://twitter.com/leashless/status/772176717381308417			@
	. @ Triquetrea I don't think there is a better use for a two thousand pound educational budget than a week in Dubai seeing power in the raw.	leashless	0	0	1472936172	772176392243048448	https://twitter.com/leashless/status/772176392243048448			@
	. @ Triquetrea I had not grokked just how fast quality of life for elites had risen elsewhere. Now add global competition for talent. Kaboom.	leashless	2	2	1472936098	772176079876423680	https://twitter.com/leashless/status/772176079876423680			@
	. @ Ftuuky Now, should Singapore, Dubai etc. form a Hanseatic league as you suggest... I wonder what they have to gain? How might they coop?	leashless	2	0	1472935939	772175411333791744	https://twitter.com/leashless/status/772175411333791744			@
	. @ nickstew_art they made themselves unique.	leashless	0	0	1472935807	772174859812167680	https://twitter.com/leashless/status/772174859812167680			@
	. @ Ftuuky Show me how we rearchitect liberal democracies to out compete central power city states! Never mind... I need to visit... China.	leashless	5	1	1472935744	772174595914956801	https://twitter.com/leashless/status/772174595914956801			@
	". @ Ftuuky I stood at the top of a kilometer high tower and thought ""and we can't even build a third runway."" We better have a breakthrough."	leashless	10	5	1472935677	772174315311751168	https://twitter.com/leashless/status/772174315311751168			@
	". @ Ftuuky You say ""but human rights and social justice."" I say ""welfare state being eaten by trolls."" I'm not a dumb guy. I did not get it."	leashless	2	0	1472935605	772174010260021248	https://twitter.com/leashless/status/772174010260021248			@
	. @ Ftuuky We are spending so much cultural power on irrelevant decadent garbage we're missing something key: other nations are better than us	leashless	3	1	1472935511	772173619308924928	https://twitter.com/leashless/status/772173619308924928			@
	. @ Ftuuky I think that oligarchical capitalism is so corrupt a inefficient that it is losing to these strong central goverment trade states.	leashless	6	3	1472935434	772173293403209728	https://twitter.com/leashless/status/772173293403209728			@
	you simply must go to better parties. try Washington DC in the foreign policy loop. Gods ans monsters, for sure.	leashless	0	0	1472935164	772172163717750784	https://twitter.com/leashless/status/772172163717750784			
	Westphalian dinosaurs lugging around their nuclear weapons while a hypercompetitive new breed rises on the horizons. Be aware. I got a shock	leashless	5	3	1472934665	772170067639500800	https://twitter.com/leashless/status/772170067639500800			
	If we can't take states with our values ans make them incredibly more productive at a baseline level, we wind up impoverished and irrelevant	leashless	1	0	1472934613	772169850127015936	https://twitter.com/leashless/status/772169850127015936			
	Because it's very, very clear from Dubai and Singapore: strongly centralized city states with harsh law work incredibly well. We are asleep.	leashless	15	4	1472934543	772169559096881152	https://twitter.com/leashless/status/772169559096881152			
	Bottom line: we peaked a long time ago, our culture is fucked, and less democratic regimes are eating our lunch You better get moving folks	leashless	13	6	1472934429	772169080644272128	https://twitter.com/leashless/status/772169080644272128			
	And here's a little video report from my trip to Dubai https://youtu.be/Y1Dz3x1ilX8 pic.twitter.com/OjjIdNj2FK	leashless	12	6	1472934330	772168666351894528	https://twitter.com/leashless/status/772168666351894528			
	Perhaps we wait and see what the drought has to say first, and the economy? Don't be counting chickens.https://twitter.com/BenedictEvans/status/772161530133569536 …	leashless	5	0	1472933560	772165433835257856	https://twitter.com/leashless/status/772165433835257856			
	Back from # Dubai. Did ya miss me?pic.twitter.com/lUOKpZizug	leashless	4	0	1472930919	772154356850384896	https://twitter.com/leashless/status/772154356850384896		#	
	that is profoundly nice to hear. Thank you.	leashless	1	0	1472928580	772144547933655045	https://twitter.com/leashless/status/772144547933655045			
	did yall see the @ futurethinkers meditation app?	leashless	2	0	1472923967	772125198078316545	https://twitter.com/leashless/status/772125198078316545			@
	i agree.	leashless	0	0	1472913785	772082491041714176	https://twitter.com/leashless/status/772082491041714176			
	From a few weeks ago... @ dsearls known only by his camerapic.twitter.com/zRZQ7M7BGP	leashless	2	0	1472913472	772081180787245057	https://twitter.com/leashless/status/772081180787245057			@
	. @ gquaggiotto @ BryanJustinPon if we mean credit rating or paasport number we should say this.	leashless	0	0	1472912603	772077534699786240	https://twitter.com/leashless/status/772077534699786240			@ @
	. @ gquaggiotto @ BryanJustinPon really nice piece but first a question: what is identity? https://medium.com/@ConsenSys/tell-me-who-you-are-258268bf3180#.wnzp1a14i … I'm not so sure we have this	leashless	2	0	1472912564	772077372824780800	https://twitter.com/leashless/status/772077372824780800		#	@ @ @ConsenSys
	y'all ought to get me back out to Singapore :-) I have lessons.	leashless	1	0	1472901254	772029934176964610	https://twitter.com/leashless/status/772029934176964610			
	One hundred and eight million Indians are on strike? http://www.aljazeera.com/news/2016/09/millions-indian-workers-strike-wages-160902131706206.html … largest strike in human history apparently. I hadn't heard.	leashless	4	0	1472900639	772027355879575552	https://twitter.com/leashless/status/772027355879575552			
	one for @ Ian_Willey	leashless	0	0	1472900549	772026978706817024	https://twitter.com/leashless/status/772026978706817024			@
	check this out @ Ian_Willey	leashless	0	0	1472900344	772026118018924544	https://twitter.com/leashless/status/772026118018924544			@
	Flying back to London from Dubai. Have a feeling I'm going to be back and forth quite a bit in the next year or two.	leashless	3	0	1472899202	772021325519085568	https://twitter.com/leashless/status/772021325519085568			
	I love this tweet.	leashless	0	0	1472899071	772020778980311041	https://twitter.com/leashless/status/772020778980311041			
	See you later, Dubai. It's been (hyper) real.	leashless	5	0	1472890352	771984209321885696	https://twitter.com/leashless/status/771984209321885696			
	see message :)	BlockchainGirl	2	1	1472924858	772128936964788224	https://twitter.com/BlockchainGirl/status/772128936964788224			
	See how much it costs to send $1000 today - with @ CashaaLtd, it is for free. @krgauravITC # blockchainpic.twitter.com/aFmK0DEeeO	BlockchainGirl	6	2	1472909066	772062697869434880	https://twitter.com/BlockchainGirl/status/772062697869434880		#	@ @krgauravITC
	Schon gelesen? Digitalisierung und die Retail Bank der Zukunft http://bit.ly/2cneCW6 # beratung	HLeichsenring	0	1	1472922065	772117222789681153	https://twitter.com/HLeichsenring/status/772117222789681153		#	
	The latest # SocialMedia # Banking Daily! http://paper.li/HLeichsenring/social-media-banking?edition_id=e3f0aac0-71f7-11e6-ab9d-0cc47a0d1605 …	HLeichsenring	0	0	1472922020	772117032116649984	https://twitter.com/HLeichsenring/status/772117032116649984		# #	
	The latest # Leadership Top Posts! http://paper.li/HLeichsenring/1341491519?edition_id=0d1a89e0-71d3-11e6-b90c-0cc47a0d1609 …	HLeichsenring	0	1	1472906198	772050669318668288	https://twitter.com/HLeichsenring/status/772050669318668288		#	
	gerne	HLeichsenring	0	0	1472902782	772036342763126784	https://twitter.com/HLeichsenring/status/772036342763126784			
	Schon gelesen? Gewinnen Sie mit neuen Verhandlungsstrategien http://bit.ly/2c9ahrR # erfolg	HLeichsenring	0	0	1472893230	771996280637812736	https://twitter.com/HLeichsenring/status/771996280637812736		#	
	Neu: # Kundenorientierung, # FinTech, Bankfilialen, Mobile ... -http://bit.ly/2bRNf6E # Bankfiliale # BigDatapic.twitter.com/QA84TaVpmN	HLeichsenring	0	0	1472875299	771921071889059840	https://twitter.com/HLeichsenring/status/771921071889059840		# # # #	
	Schon gelesen? Die Entwicklung des Marketings in der digitalen Welt - Infografik http://bit.ly/2clkMpJ # internet	HLeichsenring	0	0	1472864429	771875477179031552	https://twitter.com/HLeichsenring/status/771875477179031552		#	
	- 5 days to # P2PFISY 2016 http://blockchain.cs.ucl.ac.uk/p2pfisy-2016/ pic.twitter.com/gziZxM8QSi	PaoloTasca	0	2	1472896772	772011136971640832	https://twitter.com/PaoloTasca/status/772011136971640832		#	
	I know two types of short vol traders -- those that have blown up and those that will blow up. # PICK_UP_PENNIES_IN_FRONT_OF_FREIGHT_TRAIN	PeterLBrandt	86	26	1472935578	772173898259451905	https://twitter.com/PeterLBrandt/status/772173898259451905		#	
	Money management is job #1 for a trader	PeterLBrandt	87	26	1472868300	771891715816955904	https://twitter.com/PeterLBrandt/status/771891715816955904		#1	
bitcoin 	@ LiveBitcoinNews There's only one Bitcoin Baron and it's @ realytcracker	lopp	2	1	1472931725	772157738193457153	https://twitter.com/lopp/status/772157738193457153			@ @
	:)	onemanatatime	0	0	1472918389	772101801143173120	https://twitter.com/onemanatatime/status/772101801143173120			
	"Gettin ever closer 2 Nibiru disclosure. ""The Earth did not have Ice Ages, it had crustal shifts. Nothing else fits."" http://zetatalk.com/newsletr/issue518.htm …"	onemanatatime	4	0	1472918146	772100784246796288	https://twitter.com/onemanatatime/status/772100784246796288			
	is that a breakout i see?	onemanatatime	0	0	1472901024	772028971084939265	https://twitter.com/onemanatatime/status/772028971084939265			
bitcoin ethereum 	Smaller # blockchains are being 51% attacked and extorted. # FinTech # Ethereum # Bitcoin # Kryptonhttp://cryptohustle.com/51-attack-crew-extorts-and-hijacks-blockchains-for-ransom …	CryptoHustle	3	1	1472915926	772091473873416192	https://twitter.com/CryptoHustle/status/772091473873416192		# # # # #	
	Who will you vote for this election? # Politics # Sameshitdifferentpuppetpic.twitter.com/gNHABJwI4q	CryptoHustle	13	4	1472909184	772063196031049728	https://twitter.com/CryptoHustle/status/772063196031049728		# #	
	Why do people fall for the same old dog n pony show? Everyone getting worked up over Trump n Hillary. # Politics = 1 body, 2 hands # wakeup	CryptoHustle	9	1	1472908892	772061969243250689	https://twitter.com/CryptoHustle/status/772061969243250689		# #	
bitcoin 	The battle over online # privacy. # Bitcoin # DASH # Monero # Zcashhttp://cryptohustle.com/the-battle-over-online-privacy …	CryptoHustle	4	2	1472860335	771858306377715712	https://twitter.com/CryptoHustle/status/771858306377715712		# # # # #	
ethereum 	So is $ ETC destined to remain # Ethereum's forever runt little brother?	cburniske	2	0	1472936817	772179095371157504	https://twitter.com/cburniske/status/772179095371157504		#	
bitcoin 	# Bitcoin's hash rate is showing life despite stable prices. Implies mining margins are http://arkinv.st/2bTWMdj pic.twitter.com/owy15cfhvv	cburniske	18	7	1472928979	772146221645529088	https://twitter.com/cburniske/status/772146221645529088		#	
	sure	peterktodd	0	0	1472937275	772181018283503617	https://twitter.com/peterktodd/status/772181018283503617			
	awesome, thanks a lot	ToneVays	0	0	1472939505	772190369463296000	https://twitter.com/ToneVays/status/772190369463296000			
bitcoin 	I already had a huge debate w/ BitcoinErrorLog trying to explain to him the stupidity of the question...good luck	ToneVays	1	0	1472926257	772134803005116416	https://twitter.com/ToneVays/status/772134803005116416			
	I like the politics of the founder but not a goldbug so never looked further into it	ToneVays	3	0	1472925488	772131578336141312	https://twitter.com/ToneVays/status/772131578336141312			
	yea but hipsters don't vote that much anyway	BaldingsWorld	1	0	1472904042	772041627527286784	https://twitter.com/BaldingsWorld/status/772041627527286784			
	HRC to public: I never used classified materials improperly. HRC to FBI: Should I not have uploaded classified materials to Gmail?	BaldingsWorld	6	4	1472877271	771929340317732865	https://twitter.com/BaldingsWorld/status/771929340317732865			
	HRC to public: I'm the most qualified candidate for President E-V-E-R. HRC to FBI: So C means classifed? Well ain't that a humdinger	BaldingsWorld	24	22	1472877066	771928481919795200	https://twitter.com/BaldingsWorld/status/771928481919795200			
	HRC to FBI: I don't remember anything about email. I had a concussion HRC to public: You're despicable for discussing my health	BaldingsWorld	25	21	1472876991	771928165837053952	https://twitter.com/BaldingsWorld/status/771928165837053952			
	Yep, uploading classified emails to Gmail is neither illegal or questionable you haters https://www.washingtonpost.com/world/national-security/fbi-releases-hillary-clinton-email-investigation-documents/2016/09/02/21bd3682-704c-11e6-8365-b19e428a975e_story.html …pic.twitter.com/GSUs6VuA3m	BaldingsWorld	3	3	1472875216	771920722239295488	https://twitter.com/BaldingsWorld/status/771920722239295488			
	Shredded does not begin to describe what the FBI report details about Clinton lies and her claims to incompetencehttps://twitter.com/marykissel/status/771862187937857537 …	BaldingsWorld	11	9	1472864984	771877806582009856	https://twitter.com/BaldingsWorld/status/771877806582009856			
	Try to follow: Beijing drives Uber out of China then realizes this will give Didi a monopoly. Real geniuses up therehttp://www.scmp.com/business/companies/article/2013126/china-opens-antitrust-investigation-didis-proposed-takeover-ubers?utm_content=bufferd0e69&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer …	BaldingsWorld	20	19	1472859641	771855396331855872	https://twitter.com/BaldingsWorld/status/771855396331855872			
	Serious question: would Odell Beckham be able to tell Lena Dunham from any other white woman?	BaldingsWorld	0	0	1472859466	771854661330407425	https://twitter.com/BaldingsWorld/status/771854661330407425			
	We know part 1 to be a flat out lie and part 2 she pleads incompetence. https://www.yahoo.com/news/fbi-publishes-notes-clintons-private-email-173020083--election.html?ref=gs …pic.twitter.com/Vq6tqHsg8D	BaldingsWorld	2	3	1472858779	771851780313354240	https://twitter.com/BaldingsWorld/status/771851780313354240			
	hey, at least she fought bears and stuff.	prchovanec	0	0	1472928317	772143445624360960	https://twitter.com/prchovanec/status/772143445624360960			
	"""A year from now, we will each have our own reality TV show. And there's absolutely nothing you can do about it.""pic.twitter.com/cBcTw2LsZR"	prchovanec	27	8	1472928213	772143009760702466	https://twitter.com/prchovanec/status/772143009760702466			
	actually, there was a manufacturing recession for the past year, ended earlier this year ... but still on fragile legs.	prchovanec	1	0	1472922327	772118318912311296	https://twitter.com/prchovanec/status/772118318912311296			
	The overlap between the 1% and people who complain incessantly about the 1% is not insignificant.	prchovanec	7	0	1472922146	772117560074571776	https://twitter.com/prchovanec/status/772117560074571776			
	"pedants insisting I should have said ""John Adams"", but when was John Adams ever a good punch line?"	prchovanec	0	0	1472922035	772117094041280513	https://twitter.com/prchovanec/status/772117094041280513			
	it sounds like a promise to me!	prchovanec	1	0	1472921824	772116209315840000	https://twitter.com/prchovanec/status/772116209315840000			
	"""Taco trucks on every corner"" is the 2016 version of ""a chicken in every pot"" (Hoover 1928)."	prchovanec	11	5	1472921660	772115522276253697	https://twitter.com/prchovanec/status/772115522276253697			
	@ adwooldridge prescient.	prchovanec	0	0	1472921575	772115165764608000	https://twitter.com/prchovanec/status/772115165764608000			@
	@ Dupe1970 @ joshtpm @ realDonaldTrump most underrated president	prchovanec	1	0	1472921412	772114480662712320	https://twitter.com/prchovanec/status/772114480662712320			@ @ @
	I want both families out of my life.	prchovanec	1	0	1472921244	772113779605798916	https://twitter.com/prchovanec/status/772113779605798916			
	"@ realDonaldTrump ""a lot of people don't realize that William Henry Harrison was a Whig."""	prchovanec	1	3	1472921155	772113406530842625	https://twitter.com/prchovanec/status/772113406530842625			@
	"""a lot of people don't realize that George Washington was a Federalist."""	prchovanec	1	0	1472921010	772112797756981249	https://twitter.com/prchovanec/status/772112797756981249			
	both definitely true for me.	prchovanec	0	0	1472920663	772111341050011648	https://twitter.com/prchovanec/status/772111341050011648			
	"is that the machine that goes ""bing!""?"	prchovanec	0	0	1472919273	772105510510297088	https://twitter.com/prchovanec/status/772105510510297088			
	no dispute with you on that.	prchovanec	1	0	1472909852	772065996723122176	https://twitter.com/prchovanec/status/772065996723122176			
	I have.	prchovanec	0	0	1472909419	772064179364782080	https://twitter.com/prchovanec/status/772064179364782080			
	say what you will, it's pretty unprecedented for a candidate to profit as a vendor from his own campaign.	prchovanec	1	0	1472909398	772064093381492736	https://twitter.com/prchovanec/status/772064093381492736			
	Traditional greeting.https://twitter.com/indiatvnews/status/772057707314458624 …	prchovanec	5	0	1472908117	772058718448021505	https://twitter.com/prchovanec/status/772058718448021505			
	Mexico's president faces heat for hosting Trumphttp://www.politico.eu/article/the-colossal-failure-of-donald-trumps-mexico-visit-wall-immigration-nieto/?utm_content=bufferef598&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer …	prchovanec	3	0	1472908009	772058265047957505	https://twitter.com/prchovanec/status/772058265047957505			
	Only five? Sad!https://twitter.com/fortunemagazine/status/772020079307423745 …	prchovanec	5	1	1472905748	772048781206519809	https://twitter.com/prchovanec/status/772048781206519809			
	Please make this come true.https://twitter.com/politico/status/772030380392255488 …	prchovanec	3	1	1472905708	772048616647172096	https://twitter.com/prchovanec/status/772048616647172096			
	it's a grim outcome, either way.	prchovanec	1	1	1472905666	772048438695428096	https://twitter.com/prchovanec/status/772048438695428096			
	Complete mystery.https://twitter.com/adamsflafan/status/772046682368380928 …	prchovanec	4	1	1472905521	772047832467603457	https://twitter.com/prchovanec/status/772047832467603457			
	Original Apollo 14 Command Module, Kennedy Space Center, Florida.pic.twitter.com/ZspvQgDFjD	prchovanec	3	0	1472905314	772046961453199360	https://twitter.com/prchovanec/status/772046961453199360			
	Saturn V moon rocket, Kennedy Space Center, Florida.pic.twitter.com/TqVhLSgxLV	prchovanec	6	0	1472905184	772046419494666240	https://twitter.com/prchovanec/status/772046419494666240			
	Conclusion from weekend reading: $ SPX in consolidation & longer it takes bigger the squeeze up. Japan & China in new bull market.	Sunchartist	0	0	1472916175	772092517433028608	https://twitter.com/Sunchartist/status/772092517433028608			
	Biotech index to start large wave C it needs news of chnage or impending change in regulation to cap on drugs rather than tweet from Hillary	Sunchartist	1	0	1472885297	771963005328293888	https://twitter.com/Sunchartist/status/771963005328293888			
	Biotech index barely closed below trendline $ BTKpic.twitter.com/o22KmRa5C0	Sunchartist	2	0	1472881232	771945957399339010	https://twitter.com/Sunchartist/status/771945957399339010			
	$ VIX speculative shorts postioning is quite simply ballsypic.twitter.com/G82x0wJwBV	Sunchartist	2	0	1472877984	771932332643221508	https://twitter.com/Sunchartist/status/771932332643221508			
	German 10-year yield consolidation for a break out path of least resistance pic.twitter.com/wa8idkp1Sr	Sunchartist	1	0	1472877495	771930280118616065	https://twitter.com/Sunchartist/status/771930280118616065			
	$ VXX lowest close for the year $ SPX $ VIXpic.twitter.com/9p16lAXCuq	Sunchartist	2	0	1472877380	771929798201470976	https://twitter.com/Sunchartist/status/771929798201470976			
	Total Put/Call 1.01 Index Put/Call 1.31 Equity Put/Call 0.70 CBOE Volatility Index (VIX) Put/Call 0.26.	Sunchartist	1	0	1472877254	771929269333270528	https://twitter.com/Sunchartist/status/771929269333270528			
	$ SKEW & $ VIX settled in for a range bound Septemberpic.twitter.com/BbTRkwu3Zc	Sunchartist	0	0	1472877106	771928651428458497	https://twitter.com/Sunchartist/status/771928651428458497			
	10 DMA CBOE Put /Call ratio - neutral but down sharply on Fripic.twitter.com/fEUVGXyDhK	Sunchartist	0	0	1472877054	771928432821342208	https://twitter.com/Sunchartist/status/771928432821342208			
	Technicals still suggest we break 1.63 on 10 yr & 2-10 curve steeping for rest of the year	Sunchartist	0	0	1472867366	771887797267488768	https://twitter.com/Sunchartist/status/771887797267488768			
	FUTA 2012 receipts totaled $66.6 billion, 2013 those receipts fell to $56.8b, in 2014 they were down to $54.9b & in 2015 dropped to $51.8b	Sunchartist	0	0	1472867189	771887053856464897	https://twitter.com/Sunchartist/status/771887053856464897			
	US 10 year trying to stay above 1.61 has been a challenge so farpic.twitter.com/7YNVHrwcv6	Sunchartist	0	0	1472867124	771886782724071424	https://twitter.com/Sunchartist/status/771886782724071424			
	US 2-10 yield curve at key resistancepic.twitter.com/flTcEzE2u4	Sunchartist	1	0	1472867036	771886413193306112	https://twitter.com/Sunchartist/status/771886413193306112			
	NFP :3M moving average at 230k, 6m moving average at 175, 12M moving average at 2047. + positioning = curve steeping & 10 yr 1.60	Sunchartist	2	0	1472866939	771886005582499840	https://twitter.com/Sunchartist/status/771886005582499840			
	FRED investment in residential dropping suggesting consumers spending could be at risk going forwardpic.twitter.com/flOipRJnuZ	Sunchartist	1	0	1472866654	771884809933221888	https://twitter.com/Sunchartist/status/771884809933221888			
	FRED corporate taxes down where is the profit growthpic.twitter.com/9NCw4QKGty	Sunchartist	1	0	1472866387	771883692490981376	https://twitter.com/Sunchartist/status/771883692490981376			
	Op-Ed: Here's proof that the economic recovery is over http://cnb.cx/2bg74Ws  Tax receipt under FUTA falling since 2012 suggest poor wages	Sunchartist	1	0	1472866258	771883148707782656	https://twitter.com/Sunchartist/status/771883148707782656			
	China Empire Investing Billions in the UK, £1 billion in Sheffield Alone, Good or Trojan Horse? The Market Oracle http://www.marketoracle.co.uk/Article56401.html …	Sunchartist	0	0	1472860429	771858699686178816	https://twitter.com/Sunchartist/status/771858699686178816			
