	Yes. Reach out to v@buterin.com anytime.	VitalikButerin	9	1	1490867975	847387823388868608	https://twitter.com/VitalikButerin/status/847387823388868608			@buterin
	That would be cool... it would be nice if I can store USDT on a Trezor.	CryptoHustle	1	0	1490882390	847448283865694208	https://twitter.com/CryptoHustle/status/847448283865694208			
	Haha, I'm just having some fun by laughing at myself. ;-)	CryptoHustle	2	0	1490882335	847448051757101057	https://twitter.com/CryptoHustle/status/847448051757101057			
	Now that is a breakout!! $ GNThttps://twitter.com/CryptoHustle/status/847182308629250051 …	CryptoHustle	5	6	1490881263	847443557833031684	https://twitter.com/CryptoHustle/status/847443557833031684			
	OK, cutting out... thank you market for punishing my stupidity.https://twitter.com/CryptoHustle/status/847432666177720321 …	CryptoHustle	10	1	1490880848	847441816907431938	https://twitter.com/CryptoHustle/status/847441816907431938			
	Wake up, watching $ LTC fly... think I'll just do something crazy and short it.	CryptoHustle	5	0	1490878666	847432666177720321	https://twitter.com/CryptoHustle/status/847432666177720321			
	not this time	westcoastbill	0	0	1490891889	847488124535963650	https://twitter.com/westcoastbill/status/847488124535963650			
	impressive. ditching paper with @ hellosign @ helloworksapihttps://techcrunch.com/2017/03/30/hellosign-moves-into-forms-based-workflow-with-new-helloworks-product/ …	westcoastbill	4	0	1490888097	847472222868393986	https://twitter.com/westcoastbill/status/847472222868393986			@ @
	Fired up for @ spacex launch tomorrow. 6:27pm EST http://www.spacex.com/webcast	westcoastbill	16	2	1490848882	847307742679150592	https://twitter.com/westcoastbill/status/847307742679150592			@
	Love this.https://twitter.com/elonmusk/status/847234747747020800 …	westcoastbill	2	0	1490848735	847307123075629057	https://twitter.com/westcoastbill/status/847307123075629057			
	"""We are not a unicorn , we are a mule."" # respect"	westcoastbill	6	0	1490842510	847281013793234944	https://twitter.com/westcoastbill/status/847281013793234944		#	
	Bureaucracy, ugh.	CharlieShrem	15	4	1490884855	847458621797486593	https://twitter.com/CharlieShrem/status/847458621797486593			
	ok, but from his words, he realized there would be multiple layers. It just accelerated faster than we thought	CharlieShrem	29	0	1490882920	847450505433501696	https://twitter.com/CharlieShrem/status/847450505433501696			
ethereum 	No. I will selfbuy my ICO so it is sold out in minutes and then wait years to launch like a real # ethereum shitty project.	WhalePanda	2	0	1490905829	847546593368780805	https://twitter.com/WhalePanda/status/847546593368780805		#	
	Finally and then hopefully @ barrysilbert can start tweeting again. $ ETChttps://twitter.com/Sinzfeldt/status/847535355691753472 …	WhalePanda	39	17	1490905236	847544105861357569	https://twitter.com/WhalePanda/status/847544105861357569			@
	I wanted an edit button... that's it I'm forking twitter, editing for everyone... And unlimited space!	WhalePanda	11	1	1490904298	847540174334693378	https://twitter.com/WhalePanda/status/847540174334693378			
	at least it was a soft fork.	WhalePanda	5	0	1490903832	847538218845315072	https://twitter.com/WhalePanda/status/847538218845315072			
	Damn forkers.	WhalePanda	3	1	1490903798	847538075181961216	https://twitter.com/WhalePanda/status/847538075181961216			
	annoying is how I would describe it.	WhalePanda	3	0	1490903542	847537002539085825	https://twitter.com/WhalePanda/status/847537002539085825			
	Holy week.	WhalePanda	1	0	1490901773	847529582509125632	https://twitter.com/WhalePanda/status/847529582509125632			
litecoin 	I've been playing Litecoin today on @ OKCoin just for fun. I had 15 $ LTC this morning. Now I have 120. No risk management, just having fun.	WhalePanda	44	5	1490877849	847429239452205058	https://twitter.com/WhalePanda/status/847429239452205058			@
	I love organic growth.	WhalePanda	13	0	1490863341	847368386426224640	https://twitter.com/WhalePanda/status/847368386426224640			
	I think there's something wrong with $ LTC @ SatoshiLite... Must be some kind of Segwit bug... it's going up and it's more than $4...pic.twitter.com/bq8qpeSNDB	WhalePanda	88	26	1490854442	847331061348446208	https://twitter.com/WhalePanda/status/847331061348446208			@
	fud.	WhalePanda	5	0	1490851671	847319438198099970	https://twitter.com/WhalePanda/status/847319438198099970			
	When you think you have a big position in an alt, talk to some trader buddies and realize you've got the smallest bag and buy 10 $ BTC more.	WhalePanda	27	2	1490847785	847303140189683715	https://twitter.com/WhalePanda/status/847303140189683715			
bitcoin 	This is @ Twitter's version of # SegWit. Always knew @ jack was a fan of # bitcoin https://twitter.com/zerohedge/status/847479044916379649 …	cburniske	16	2	1490910963	847568130016727040	https://twitter.com/cburniske/status/847568130016727040		# #	@ @
	Not sure but I can guarantee you it's growing faster than Twitter's MAUs	cburniske	0	0	1490900228	847523103953575937	https://twitter.com/cburniske/status/847523103953575937			
ethereum 	# Ethereum appears to be quietly inching its way toward a $5 billion cap, or about 1/2 the value of @ Twitter stock.	cburniske	60	31	1490895089	847501548586319872	https://twitter.com/cburniske/status/847501548586319872		#	@
bitcoin 	classics never die:https://dealbook.nytimes.com/2014/01/21/why-bitcoin-matters/ …	cburniske	3	1	1490883621	847453446877855744	https://twitter.com/cburniske/status/847453446877855744			
	thanks simon! not sure exactly what you want in a background read, Lynsey, but @ pmarca's piece is always a start	cburniske	1	0	1490883601	847453363180421120	https://twitter.com/cburniske/status/847453363180421120			@
bitcoin 	It's high time Australia embrace # bitcoin more. It's a natural given its rebellious roots & pursuit of cashlessness.https://twitter.com/a_petrushko/status/847358767045910529 …	cburniske	8	5	1490868915	847391765615190017	https://twitter.com/cburniske/status/847391765615190017		#	
bitcoin 	Jihan's reaction to August 1 date for # Bitcoin core's user activated soft fork.https://twitter.com/jihanwu/status/847066798923001857 …	cburniske	4	4	1490868670	847390737381457920	https://twitter.com/cburniske/status/847390737381457920		#	
bitcoin 	# Bitcoin & friends are showing up at an opportune time indeed.https://twitter.com/paulvigna/status/847161984084836354 …	cburniske	5	0	1490833066	847241403889360897	https://twitter.com/cburniske/status/847241403889360897		#	
	The Gene, Shoe Dog, Stoner, Evicted	AriannaSimpson	0	0	1490909500	847561993607233537	https://twitter.com/AriannaSimpson/status/847561993607233537			
	yeah, i've been talking about it being undervalued vs # Shitcoins	ToneVays	1	0	1490910467	847566046391402496	https://twitter.com/ToneVays/status/847566046391402496		#	
bitcoin 	Yes, read it 100 times, specifically states HF -ONLY if safe, science said it wasn't safe. Agreement also broken by # Bitcoin Classic support	ToneVays	0	0	1490904885	847542635699032065	https://twitter.com/ToneVays/status/847542635699032065		#	
	Only if that edit button has a 10 min block time before message goes immutable :). Can you imagine... otherwise. Also Edit Time Stamp :)	ToneVays	7	0	1490904410	847540642137944065	https://twitter.com/ToneVays/status/847540642137944065			
	Sounds exactly like # Segwit... hahaha, been waiting on it for years and once it's ready here come the Big Blockers!!! WTF!	ToneVays	2	0	1490904281	847540103270584320	https://twitter.com/ToneVays/status/847540103270584320		#	
	"That's because their developers didn't go to ""Clown"" College"	ToneVays	8	0	1490903893	847538476547526657	https://twitter.com/ToneVays/status/847538476547526657			
	I think @ Twitter's # Blockchain consensus rules changed today, Replies to people no longer use those handles against your Char(140). NICE!	ToneVays	12	2	1490903742	847537842821705728	https://twitter.com/ToneVays/status/847537842821705728		#	@
	You should have been on the call Ryan, roger talked about 'almost' every page.	ToneVays	5	0	1490903574	847537137646010368	https://twitter.com/ToneVays/status/847537137646010368			
	no, but I hope it gets released. To be honest there would be nothing there you have NOT heard already.	ToneVays	6	0	1490879207	847434935660982272	https://twitter.com/ToneVays/status/847434935660982272			
	that's fine, but everyone is using them to get rich quick and pumping them, I'm trying to counter. I said some were useful $ LTC $ XMR	ToneVays	1	0	1490846447	847297530261946369	https://twitter.com/ToneVays/status/847297530261946369			
	that's hilarious !!!	ToneVays	8	0	1490838224	847263036893151233	https://twitter.com/ToneVays/status/847263036893151233			
	Prob not, I'm a simple man	ToneVays	0	0	1490832272	847238074094370818	https://twitter.com/ToneVays/status/847238074094370818			
	it is and I may write a post on this because it simply isn't 140 character material	BaldingsWorld	1	0	1490883208	847451714856787968	https://twitter.com/BaldingsWorld/status/847451714856787968			
	# fakenewshttps://twitter.com/CNBC/status/847134736795492352 …	BaldingsWorld	9	7	1490882743	847449764639547392	https://twitter.com/BaldingsWorld/status/847449764639547392		#	
	Epic replies with some awesome nameshttps://twitter.com/crehage/status/847443245864845314 …	BaldingsWorld	1	3	1490881776	847445708563271680	https://twitter.com/BaldingsWorld/status/847445708563271680			
	I need to analyze it more but looks like it's not the Big 4 but the PBOC stepping in to the gap to drive the car	BaldingsWorld	1	0	1490881677	847445294056783873	https://twitter.com/BaldingsWorld/status/847445294056783873			
	Does anyone really want to argue the Chinese economy is market based?https://twitter.com/IanTalley/status/847406753209663488 …	BaldingsWorld	4	0	1490872896	847408463260995585	https://twitter.com/BaldingsWorld/status/847408463260995585			
	Bring pettiness astounding and their denials sound as legit as a Chinese prison confessionhttps://twitter.com/ReutersChina/status/847402883427450881 …	BaldingsWorld	2	0	1490871776	847403765938274305	https://twitter.com/BaldingsWorld/status/847403765938274305			
	Rebalancing to knowledge economy with Chinese characteristicshttps://twitter.com/KangHexin/status/847395150263275526 …	BaldingsWorld	0	1	1490870342	847397750559784961	https://twitter.com/BaldingsWorld/status/847397750559784961			
	Key point: did not list the price. Likely little to no haircuthttps://twitter.com/caixin/status/847376730633281536 …	BaldingsWorld	0	1	1490870225	847397262321885184	https://twitter.com/BaldingsWorld/status/847397262321885184			
	Zhou addressing liquidity tightness in Chinese money marketspic.twitter.com/rMyjeYVm22	BaldingsWorld	3	0	1490866048	847379741065621504	https://twitter.com/BaldingsWorld/status/847379741065621504			
	"start digging into these numbers and the bank financials are just awful. Impairment reserve reallocation not ""profit"""	BaldingsWorld	0	0	1490865898	847379112045957122	https://twitter.com/BaldingsWorld/status/847379112045957122			
	off their reports that are being released right now	BaldingsWorld	0	0	1490865757	847378522150543360	https://twitter.com/BaldingsWorld/status/847378522150543360			
	PBOC is THE lender to every bank in China. Since Feb 2015 prior to bond swap, PBOC claims on domestic DCs up 173% to 8.8t RMB or $1.3t	BaldingsWorld	8	7	1490865692	847378248640020480	https://twitter.com/BaldingsWorld/status/847378248640020480			
	"The ""big Chinese banks"" pumping liquidity to help small banks story is wrong. Repo lending in 2016 by 3 of Big 4 fell 25-65%"	BaldingsWorld	12	12	1490865499	847377438246002688	https://twitter.com/BaldingsWorld/status/847377438246002688			
	"agreed not trying to downplay their experience or the story in the least. Just that there is strong ""other"""	BaldingsWorld	1	0	1490864852	847374723818311680	https://twitter.com/BaldingsWorld/status/847374723818311680			
	Chinese banks results much weaker than they are being made out to be. Bottom line Net Profit reaaally propped up. Key numbers dropping quick	BaldingsWorld	8	4	1490864758	847374328794497024	https://twitter.com/BaldingsWorld/status/847374328794497024			
	take out the graphic comics....how much still left?	BaldingsWorld	0	0	1490864669	847373955375570944	https://twitter.com/BaldingsWorld/status/847373955375570944			
	"I do not mean to downplay racial issues but in China strong sense of anti-foreigner or ""other"". You are always ""other"" not just racialhttps://twitter.com/joannachiu/status/847369834803286017 …"	BaldingsWorld	15	7	1490864257	847372230191235074	https://twitter.com/BaldingsWorld/status/847372230191235074			
	not only that, even if untrue, but appear incredibly concentrated. They only show two sectors here.	BaldingsWorld	2	0	1490863238	847367953804697601	https://twitter.com/BaldingsWorld/status/847367953804697601			
	I read it as no interest on foreign currency. Doesn't say anything about RMB deposits. Is that wrong?	BaldingsWorld	1	0	1490862598	847365268733018113	https://twitter.com/BaldingsWorld/status/847365268733018113			
	page 12 of the PDF	BaldingsWorld	1	0	1490862345	847364211172757504	https://twitter.com/BaldingsWorld/status/847364211172757504			
	so RMB deposits are interest bearing but foreign currency reserves?	BaldingsWorld	0	0	1490861532	847360800788324354	https://twitter.com/BaldingsWorld/status/847360800788324354			
	that's hot	BaldingsWorld	1	0	1490861058	847358813216792576	https://twitter.com/BaldingsWorld/status/847358813216792576			
	no. It lists deposits with the central banks (assuming mostly PBOC based on size) and they earned a weighted 1.58%.	BaldingsWorld	1	0	1490860940	847358317970169856	https://twitter.com/BaldingsWorld/status/847358317970169856			
	maybe something like that trying to find more. If those maybe pushing past due investment/interest revenue into this basket	BaldingsWorld	1	0	1490860524	847356571290017792	https://twitter.com/BaldingsWorld/status/847356571290017792			
	I could be wrong but I've never seen this before like this	BaldingsWorld	0	0	1490860333	847355771926888448	https://twitter.com/BaldingsWorld/status/847355771926888448			
	"don't think so. There's foot note that implies it is financial assets discussing ""average balance"" & ""beginning & ending period"""	BaldingsWorld	0	0	1490860303	847355646223699968	https://twitter.com/BaldingsWorld/status/847355646223699968			
	to me that implies NPLs that they just aren't classifying as NPLs but want to make sure I'm not wrong.	BaldingsWorld	1	1	1490860217	847355285291245568	https://twitter.com/BaldingsWorld/status/847355285291245568			
	"Question: ABC lists a BS line item of ""non-interest earning assets"" equal to 5.3% of its balance sheet below interest assets. What is that?"	BaldingsWorld	5	3	1490860006	847354398531399683	https://twitter.com/BaldingsWorld/status/847354398531399683			
	A-L-W-A-Y-S	BaldingsWorld	1	0	1490859841	847353706697838592	https://twitter.com/BaldingsWorld/status/847353706697838592			
	"This is also why all ""defaults"" you hear about result in effectively no losses to banks and investors. Also why risk continues to compound"	BaldingsWorld	5	4	1490859808	847353567040094209	https://twitter.com/BaldingsWorld/status/847353567040094209			
	has 17% of its assets tied up in its top 10 customers. Assume 1.5 of those customers go bust, all loan reserves gone http://www.abchina.com/en/investor-relations/corporate-announcements/Announcements/201703/W020170328790075567005.pdf …	BaldingsWorld	12	6	1490859742	847353292569038848	https://twitter.com/BaldingsWorld/status/847353292569038848			
	Want to know why Chinese banks can't let anything go bankrupt? Portfolio concentration. Agricultural Bank of China with $2.6t in asset 1/n	BaldingsWorld	16	10	1490859545	847352463845842945	https://twitter.com/BaldingsWorld/status/847352463845842945			
	Be very very cautious reading this and saying Chinese banks are improving. Numbers very very problematichttps://twitter.com/fion_li/status/847346773462966272 …	BaldingsWorld	5	0	1490859295	847351416788197380	https://twitter.com/BaldingsWorld/status/847351416788197380			
	Reality: stock of mortgage loans for provinces of these three cities up 28% in Fujian & 37% in Zhejiang & rising. Control measures worthlesshttps://twitter.com/Mingtiandi/status/847345194286563328 …	BaldingsWorld	2	1	1490858165	847346678805839873	https://twitter.com/BaldingsWorld/status/847346678805839873			
	110% agreed. Honestly can't believe I get paid to do research and post stupid GIF jokes for work	BaldingsWorld	2	0	1490858142	847346581988757505	https://twitter.com/BaldingsWorld/status/847346581988757505			
	PBOC claims on DCs up 68% since Feb 2016 and 173% since Feb 2015	BaldingsWorld	0	0	1490857966	847345843430608896	https://twitter.com/BaldingsWorld/status/847345843430608896			
	@ benthompson really good piece	BaldingsWorld	0	0	1490857659	847344555200438272	https://twitter.com/BaldingsWorld/status/847344555200438272			@
	that's my guess. I know their holdings on domestic DCs up significantly and they are not broken out	BaldingsWorld	0	0	1490856829	847341075517681667	https://twitter.com/BaldingsWorld/status/847341075517681667			
	likely PBOC. Their holdings on DCs up significantly	BaldingsWorld	0	0	1490856611	847340159477481472	https://twitter.com/BaldingsWorld/status/847340159477481472			
	believe it is spelled 'Murican	BaldingsWorld	0	0	1490855691	847336299178500096	https://twitter.com/BaldingsWorld/status/847336299178500096			
	I know who the Emperor is!	BaldingsWorld	1	0	1490854445	847331072538955776	https://twitter.com/BaldingsWorld/status/847331072538955776			
	# imwithherpic.twitter.com/zvANB7Zkfq	BaldingsWorld	22	5	1490854359	847330712944467970	https://twitter.com/BaldingsWorld/status/847330712944467970		#	
	Reminder: new mortgage lending in Jan/Feb up 53% from 2016. Unless China cuts credit, tightening accomplishes NOTHING but to push priceshttps://twitter.com/YuanTalks/status/847323609236250624 …	BaldingsWorld	9	8	1490853671	847327827212943360	https://twitter.com/BaldingsWorld/status/847327827212943360			
	yes for many technical reasons that take a lot more than 140 characters	BaldingsWorld	0	0	1490852691	847323716107214849	https://twitter.com/BaldingsWorld/status/847323716107214849			
	"agreed but not leader. We can say ""they're investing a lot.."" or other things but to say leader grossly exaggerated is polite"	BaldingsWorld	1	0	1490852666	847323612310667264	https://twitter.com/BaldingsWorld/status/847323612310667264			
	RMB basket is a poor mans USD currency index	BaldingsWorld	1	0	1490852175	847321555004674049	https://twitter.com/BaldingsWorld/status/847321555004674049			
	on that entirely agree. But if we take about post fact world and apply that standard to Trump apply it to China	BaldingsWorld	0	0	1490852112	847321287693225984	https://twitter.com/BaldingsWorld/status/847321287693225984			
	Reminder: USDx is down 2.30% YTD and the CFETS RMB Index down 2.46% YTD. CFETS red is the new greenback	BaldingsWorld	0	1	1490852043	847320998705635328	https://twitter.com/BaldingsWorld/status/847320998705635328			
	roughly translates as BAD A$$	BaldingsWorld	1	0	1490846732	847298723545665536	https://twitter.com/BaldingsWorld/status/847298723545665536			
	Remember: financial and household debt growing much much faster and now larger than NFC debthttps://twitter.com/steve_hanke/status/847126707593109504 …	BaldingsWorld	6	3	1490846538	847297909452267521	https://twitter.com/BaldingsWorld/status/847297909452267521			
	those are awesome quotes	BaldingsWorld	1	0	1490845836	847294963964563456	https://twitter.com/BaldingsWorld/status/847294963964563456			
	writing pages of Chinese with a Mom and Dad who can barely tell a cab driver where to go in Chinese	BaldingsWorld	1	0	1490845716	847294462925561857	https://twitter.com/BaldingsWorld/status/847294462925561857			
	This roughly translates into English as BAD A$$	BaldingsWorld	12	0	1490845662	847294235422244864	https://twitter.com/BaldingsWorld/status/847294235422244864			
	My daughter is a 狠角色 at Chinese # Dadbragpic.twitter.com/Ai5KRvNrEn	BaldingsWorld	12	0	1490845464	847293406627848192	https://twitter.com/BaldingsWorld/status/847293406627848192		#	
	Enrongrande? Hahahaha @ io8_8ov @ asia_watch	BaldingsWorld	0	0	1490845342	847292895262523393	https://twitter.com/BaldingsWorld/status/847292895262523393			@ @
	in fairness, that is 100% of DOJ Trump appointees excluding Sessions	BaldingsWorld	2	0	1490844031	847287396961984512	https://twitter.com/BaldingsWorld/status/847287396961984512			
	fact	BaldingsWorld	0	0	1490843537	847285323545497602	https://twitter.com/BaldingsWorld/status/847285323545497602			
	I know and I was being sarcastic right back. This is amazing story	BaldingsWorld	1	0	1490843034	847283213634371586	https://twitter.com/BaldingsWorld/status/847283213634371586			
	of course. They used all equity SPV where they guaranteed a return to 3rd party investors. Deleveraging	BaldingsWorld	2	0	1490842671	847281690535800833	https://twitter.com/BaldingsWorld/status/847281690535800833			
	I'm hearing that CNH repos in Hong Kong spiking again. 98 0 basis points on the over night, you add one more and pass it around....	BaldingsWorld	7	4	1490842568	847281260426739713	https://twitter.com/BaldingsWorld/status/847281260426739713			
	I've seen internet companies operate on this model never heavy industry or an entire country	BaldingsWorld	1	0	1490842278	847280043151601664	https://twitter.com/BaldingsWorld/status/847280043151601664			
	Stock (Evergrande) rally with Chinese characteristics https://twitter.com/asia_watch/status/847278912388218881 …	BaldingsWorld	3	0	1490842233	847279854609248260	https://twitter.com/BaldingsWorld/status/847279854609248260			
	Evergrand investors be like... @ io8_8ov @ asia_watchhttps://twitter.com/sanverde/status/847277633041702912 …	BaldingsWorld	1	1	1490841860	847278290301730817	https://twitter.com/BaldingsWorld/status/847278290301730817			@ @
	but at least look at the data to determine factual basis of what is happening. China is not environmental or free trade leader # fakenews	BaldingsWorld	4	2	1490841772	847277920749998081	https://twitter.com/BaldingsWorld/status/847277920749998081		#	
	Trump is right to be criticized and this is not to defend him but that does not mean China is the leader. China may be the leader but 2/n	BaldingsWorld	2	2	1490841704	847277633972748293	https://twitter.com/BaldingsWorld/status/847277633972748293			
	How not to think about Trump and China: Trump Tweets something stupid about X, so China is new global leader in X. Totally illogical 1/n	BaldingsWorld	9	3	1490841607	847277229474160641	https://twitter.com/BaldingsWorld/status/847277229474160641			
	Reminder: subtract out the 75% of international RMB payments that get made to China(think about that)/HK and RMB competing with Danish kronehttps://twitter.com/fastFT/status/847273960261566466 …	BaldingsWorld	4	1	1490841483	847276706360578050	https://twitter.com/BaldingsWorld/status/847276706360578050			
	Sucker born every minutehttps://twitter.com/ftchina/status/847273042749276163 …	BaldingsWorld	7	1	1490840982	847274605391695872	https://twitter.com/BaldingsWorld/status/847274605391695872			
	id say pretty accurate	BaldingsWorld	0	0	1490836264	847254817504350208	https://twitter.com/BaldingsWorld/status/847254817504350208			
	very very scared of outflows	BaldingsWorld	0	0	1490836243	847254731852464128	https://twitter.com/BaldingsWorld/status/847254731852464128			
	distinction legal. Manipulation legally means gaining unfair advantage. They aren't legally manipulating but they are manipulating	BaldingsWorld	0	0	1490835462	847251456189014018	https://twitter.com/BaldingsWorld/status/847251456189014018			
	It is clearly without doubt manipulating it's currency but not too gain an unfair trade advantagehttps://twitter.com/NCUSCR/status/847219554023616512 …	BaldingsWorld	4	2	1490834060	847245572771766272	https://twitter.com/BaldingsWorld/status/847245572771766272			
	Chinese regulators have killed more Chinese investment abroad than foreign regulatorshttps://twitter.com/BV/status/847241527415812098 …	BaldingsWorld	4	1	1490833992	847245288863547393	https://twitter.com/BaldingsWorld/status/847245288863547393			
	Very well could be though I'd have to double check on that	BaldingsWorld	1	0	1490832538	847239190030843904	https://twitter.com/BaldingsWorld/status/847239190030843904			
	39% of institutions reporting drop in applications is NOT a 40% decline in applications, especially when 35% of institutions report increasehttps://twitter.com/gayletrotter/status/847235946172907520 …	BaldingsWorld	4	4	1490832481	847238951769325568	https://twitter.com/BaldingsWorld/status/847238951769325568			
	http://www.washingtontimes.com/news/2015/may/21/inside-china-anti-japanese-tv-propaganda-dramas-ba/ …	BaldingsWorld	0	0	1490831630	847235382135578628	https://twitter.com/BaldingsWorld/status/847235382135578628			
	No, the censors really push the anti Japanese theme. In some years more than half of shows about ithttp://www.scmp.com/news/china/article/1212279/state-broadcaster-cctv-slams-anti-japanese-war-dramas …	BaldingsWorld	1	0	1490831593	847235226174603265	https://twitter.com/BaldingsWorld/status/847235226174603265			
	Dear Beijing, Let me know if you need directions. Best Regards, Twitter User in Shenzhenhttps://twitter.com/simonting/status/847129162955468800 …	BaldingsWorld	3	4	1490830784	847231831556489219	https://twitter.com/BaldingsWorld/status/847231831556489219			
	Unfortunately, I think we're talking about entirely different things.	prchovanec	0	0	1490910349	847565550956007425	https://twitter.com/prchovanec/status/847565550956007425			
	And when I speak of the military professional, I really should speak more broadly of the national security profession.	prchovanec	0	0	1490906649	847550035399200769	https://twitter.com/prchovanec/status/847550035399200769			
	I had to do a whole Excel spreadsheet to keep OS/NS straight.	prchovanec	0	0	1490906550	847549618661490688	https://twitter.com/prchovanec/status/847549618661490688			
	FWIW, this source says departing March 27 OS/April 9 NS, arriving April 3 OS/April 16 NS.https://www.amazon.com/Lenin-Train-Catherine-Merridale/dp/1627793011/ref=sr_1_1?ie=UTF8&qid=1490906460&sr=8-1&keywords=lenin+on+the+train …	prchovanec	0	0	1490906489	847549362532122624	https://twitter.com/prchovanec/status/847549362532122624			
	I mean global macroeconomics and financial markets.	prchovanec	1	0	1490906004	847547329532112896	https://twitter.com/prchovanec/status/847547329532112896			
	"""How I met your mother ...""https://twitter.com/raykwong/status/847546957228777472 …"	prchovanec	10	4	1490905971	847547191434588160	https://twitter.com/prchovanec/status/847547191434588160			
	What I'm actually talking about is more people in the military profession having understanding/appreciation of economics AND VICE VERSA.	prchovanec	2	0	1490905885	847546829139058693	https://twitter.com/prchovanec/status/847546829139058693			
	People seem to think I'm advocating applying economics to military science and vice versa. That's the last thing I have in mind.https://twitter.com/prchovanec/status/847465593200533506 …	prchovanec	0	0	1490905741	847546225943511041	https://twitter.com/prchovanec/status/847546225943511041			
	I know some interesting people in the Pentagon who think about economics and much more about history than models.	prchovanec	0	0	1490905617	847545707313721344	https://twitter.com/prchovanec/status/847545707313721344			
	Transportation Corps (my old branch) more than most :)	prchovanec	0	0	1490905507	847545245885763585	https://twitter.com/prchovanec/status/847545245885763585			
	I wasn't thinking of econometrics when I said economics.	prchovanec	0	0	1490905468	847545081578094592	https://twitter.com/prchovanec/status/847545081578094592			
	question: you seem to imply Lenin departed Zurich on March 27, but wasn't that OS? Wasn't the western date April 9?	prchovanec	0	0	1490905294	847544350812901380	https://twitter.com/prchovanec/status/847544350812901380			
	And he goes into authoritarian mode. Wishes he could be Putin, make the bad reporters be quiet.https://twitter.com/realdonaldtrump/status/847455180912181249 …	prchovanec	13	5	1490899727	847520999096692736	https://twitter.com/prchovanec/status/847520999096692736			
	Nor was it characteristic of the mindset of most of the people I served alongside.	prchovanec	0	0	1490899445	847519816328077313	https://twitter.com/prchovanec/status/847519816328077313			
	That was not my experience of military service, for all its imperfections.	prchovanec	0	0	1490899368	847519493333102592	https://twitter.com/prchovanec/status/847519493333102592			
	I have no idea, the person to ask would be Matt Pottinger :)	prchovanec	0	0	1490889583	847478453473431556	https://twitter.com/prchovanec/status/847478453473431556			
	and, for me, a reduction in the number of silly/scary things I hear some people say.	prchovanec	0	0	1490889383	847477613379637248	https://twitter.com/prchovanec/status/847477613379637248			
	a vast improvement in understanding of strategic (vs tactical) realities as well as misconceptions.	prchovanec	0	0	1490889324	847477366909796352	https://twitter.com/prchovanec/status/847477366909796352			
	"""I don't want all the eyeballs in the world - I want the right eyeballs.""https://twitter.com/warontherocks/status/847476174058012672 …"	prchovanec	4	5	1490889235	847476993591463936	https://twitter.com/prchovanec/status/847476993591463936			
	I just couldn't let Sweden get a free pass.	prchovanec	0	0	1490888361	847473330361741315	https://twitter.com/prchovanec/status/847473330361741315			
	I understand and cede your point.	prchovanec	0	0	1490888338	847473231929921536	https://twitter.com/prchovanec/status/847473231929921536			
	I dunno ... is it a bad thing for other Chinese people that Jack Ma became incredibly rich?	prchovanec	1	0	1490888252	847472873430171649	https://twitter.com/prchovanec/status/847472873430171649			
	I've actually heard a lot of people who are unhappy in Sweden, but they either keep quiet about it or just leave.	prchovanec	0	0	1490888184	847472585335988226	https://twitter.com/prchovanec/status/847472585335988226			
	I don't think any of us can really understand this president's frustration.https://twitter.com/mj_lee/status/847472047110234116 …	prchovanec	6	0	1490888096	847472216732123137	https://twitter.com/prchovanec/status/847472216732123137			
	Is it possible ... POSSIBLE ... that some kinds of inequality are good, and some kinds are bad? Map wouldn't show that, would it?https://twitter.com/wef/status/847471051491622914 …	prchovanec	2	0	1490887972	847471698785873920	https://twitter.com/prchovanec/status/847471698785873920			
	so it's better for them to be oblivious about finance and economics, and say (and plan) incredibly ignorant things as a result?	prchovanec	0	0	1490887828	847471091069075456	https://twitter.com/prchovanec/status/847471091069075456			
	I'm getting a bit tired of pie charts like these that neglect to exclude many millions of children (under 18) from their totals.pic.twitter.com/Ioqbllb1Jp	prchovanec	6	0	1490887714	847470616328286208	https://twitter.com/prchovanec/status/847470616328286208			
	are we including approximately 13 million children in that chart, I wonder?	prchovanec	0	0	1490887360	847469129019805697	https://twitter.com/prchovanec/status/847469129019805697			
	or maybe we not be quite so enclosed in the silos we are today.	prchovanec	0	1	1490886951	847467416204353536	https://twitter.com/prchovanec/status/847467416204353536			
	I would.	prchovanec	0	0	1490886802	847466789793648640	https://twitter.com/prchovanec/status/847466789793648640			
	I will be on CNBC Asia at 6:00am China time Friday (6:00pm ET Thursday) to talk about US markets, Trump, Brexit, etc.	prchovanec	4	0	1490886698	847466353363632131	https://twitter.com/prchovanec/status/847466353363632131			
	Imagine a world in which more military officers studied economics, and more economists had served in the military.	prchovanec	17	9	1490886517	847465593200533506	https://twitter.com/prchovanec/status/847465593200533506			
	I personally blame Daniel Dravot and Peachy Carnehan.https://twitter.com/diplomat_apac/status/847448476967354371 …	prchovanec	3	0	1490882686	847449524238827521	https://twitter.com/prchovanec/status/847449524238827521			
	"I guessed ""the British"" before I clicked, and I was right.https://twitter.com/diplomat_apac/status/847448476967354371 …"	prchovanec	11	5	1490882555	847448975552544770	https://twitter.com/prchovanec/status/847448975552544770			
	"As Texans would say, Trump is ""all hat and no cattle"" on NAFTA. Maybe we should just be relieved.https://twitter.com/scottlincicome/status/847408992192036865 …"	prchovanec	16	4	1490882395	847448305978167303	https://twitter.com/prchovanec/status/847448305978167303			
